player_id,player_name,position,recent_team,wk1_opp,wk1_points,wk1_vorp,matchup_mult,base_pg,projected_season_points,wk1_overall_rank,wk1_pos_rank,overall_rank
LAW090280,Kendrick Law,WR,DET,NO,3.03,-9.49,0.9407840467180809,3.2235294117647055,54.8,716,302,660
00-0040488,Carter Runyon,TE,LV,MIA,0.49,-9.49,1.12,0.43529411764705883,7.4,717,204,738
00-0040390,Jackson Meeks,WR,DET,NO,3.03,-9.49,0.9407840467180809,3.2235294117647055,54.8,718,301,636
BON235618,Lewis Bond,WR,HOU,BUF,2.96,-9.56,0.9197476201018375,3.2235294117647055,54.8,719,304,655
SLP-13861,Daniel Sobkowicz,WR,HOU,BUF,2.96,-9.56,0.9197476201018375,3.2235294117647055,54.8,720,305,705
SLP-13862,Treyvhon Saunders,WR,HOU,BUF,2.96,-9.56,0.9197476201018375,3.2235294117647055,54.8,721,306,706
00-0040049,Josh Kelly,WR,HOU,BUF,2.96,-9.56,0.9197476201018375,3.2235294117647055,54.8,722,303,619
00-0024243,Marcedes Lewis,TE,DEN,KC,0.41,-9.57,1.019260721238859,0.39999999999999997,6.8,723,205,741
00-0034860,Dante Pettis,WR,BUF,HOU,2.91,-9.61,0.9500774850564534,3.0588235294117645,52.0,724,307,742
00-0039623,Mason Tipton,WR,NO,DET,2.9,-9.62,1.12,2.588235294117647,44.0,725,311,782
00-0040315,Ja'Corey Brooks,WR,WAS,PHI,2.9,-9.62,0.8994390729943169,3.2235294117647055,54.8,726,308,629
00-0040551,Nick Nash,WR,WAS,PHI,2.9,-9.62,0.8994390729943169,3.2235294117647055,54.8,727,309,643
SLP-13760,Jaden Bradley,WR,WAS,PHI,2.9,-9.62,0.8994390729943169,3.2235294117647055,54.8,728,310,695
00-0039686,Colson Yankoff,TE,WAS,PHI,0.34,-9.64,0.8838970023059185,0.38235294117647056,6.5,729,206,744
00-0040644,Trevor Etienne,RB,CAR,CHI,2.98,-9.64,0.9624893797790994,3.1,52.7,730,114,739
00-0040388,Jakobie Keeney-James,WR,GB,MIN,2.87,-9.65,0.88,3.264705882352941,55.5,731,312,581
00-0040323,Chandler Brayboy,WR,JAX,CLE,2.84,-9.68,0.88,3.2235294117647055,54.8,732,315,630
00-0032688,Robbie Chosen,WR,WAS,PHI,2.84,-9.68,0.8994390729943169,3.158823529411765,53.7,733,329,736
SLP-13770,J. Michael Sturdivant,WR,GB,MIN,2.84,-9.68,0.88,3.2235294117647055,54.8,734,325,696
WIL189259,CJ Williams,WR,JAX,CLE,2.84,-9.68,0.88,3.2235294117647055,54.8,735,328,734
CAM108646,Josh Cameron,WR,JAX,CLE,2.84,-9.68,0.88,3.2235294117647055,54.8,736,319,657
SLP-13674,Chris Hilton,WR,GB,MIN,2.84,-9.68,0.88,3.2235294117647055,54.8,737,324,687
SLP-13658,Brady Boyd,WR,JAX,CLE,2.84,-9.68,0.88,3.2235294117647055,54.8,738,323,683
SLP-13645,Michael Wortham,WR,JAX,CLE,2.84,-9.68,0.88,3.2235294117647055,54.8,739,322,681
SLP-13356,Trebor Pena,WR,JAX,CLE,2.84,-9.68,0.88,3.2235294117647055,54.8,740,321,670
00-0037570,Dennis Houston,WR,TB,CIN,2.84,-9.68,0.88,3.2235294117647055,54.8,741,313,597
SLP-14020,Dean Patterson,WR,TB,CIN,2.84,-9.68,0.88,3.2235294117647055,54.8,742,326,720
SLP-13316,Eric Rivers,WR,TB,CIN,2.84,-9.68,0.88,3.2235294117647055,54.8,743,320,662
00-0040753,Will Sheppard,WR,GB,MIN,2.84,-9.68,0.88,3.2235294117647055,54.8,744,318,652
SLP-14085,Matthew Henry,WR,TB,CIN,2.84,-9.68,0.88,3.2235294117647055,54.8,745,327,727
00-0040558,Isaiah Neyor,WR,GB,MIN,2.84,-9.68,0.88,3.2235294117647055,54.8,746,317,644
00-0040419,Garrett Greene,WR,TB,CIN,2.84,-9.68,0.88,3.2235294117647055,54.8,747,316,638
00-0039552,Joshua Cephus,WR,JAX,CLE,2.84,-9.68,0.88,3.2235294117647055,54.8,748,314,612
00-0040142,Kaleb Johnson,RB,PIT,ATL,2.92,-9.7,0.944704673768539,3.088235294117647,52.5,749,115,740
00-0037276,Ty Chandler,RB,NO,DET,2.92,-9.7,1.0085179302128837,2.894117647058824,49.2,750,116,753
00-0034418,Cedrick Wilson Jr.,WR,MIA,LV,2.8,-9.72,1.0084519398216647,2.7764705882352945,47.2,751,330,759
00-0039305,Jack Westover,TE,NE,SEA,0.25,-9.73,1.0158636897767332,0.24705882352941178,4.2,752,207,750
00-0038359,Xavier Smith,WR,LA,SF,2.79,-9.73,1.010515829090104,2.7588235294117647,46.9,753,331,761
00-0040547,Nate Carter,RB,ATL,PIT,2.86,-9.76,0.9517931430210873,3.0,51.0,754,117,747
00-0035891,Cody White,WR,SEA,NE,2.75,-9.77,1.015730034955633,2.711764705882353,46.1,755,332,762
00-0036825,Feleipe Franks,TE,CAR,CHI,0.21,-9.77,0.9098648817715501,0.22941176470588234,3.9,756,208,752
00-0040234,Quinn Ewers,QB,MIA,LV,8.38,-9.8,1.0098709360979807,8.294117647058824,141.0,757,50,749
00-0035100,Jake Browning,QB,TB,CIN,8.36,-9.82,1.0753069114585085,7.776470588235293,132.2,758,51,794
00-0039573,Blake Watson,RB,TEN,NYJ,2.79,-9.83,1.12,2.488235294117647,42.3,759,119,790
00-0038678,Jordan Mims,RB,PHI,WAS,2.79,-9.83,1.12,2.488235294117647,42.3,760,118,789
00-0036360,Clyde Edwards-Helaire,RB,KC,DEN,2.77,-9.85,0.9027475988033381,3.0647058823529414,52.1,761,120,743
00-0039363,Isaac Guerendo,RB,SF,LA,2.76,-9.86,1.12,2.4647058823529413,41.9,762,121,791
00-0034386,Justin Watson,WR,HOU,BUF,2.65,-9.87,0.9197476201018375,2.876470588235294,48.9,763,333,754
00-0037742,Treylon Burks,WR,WAS,PHI,2.62,-9.9,0.8994390729943169,2.9176470588235297,49.6,764,334,751
00-0040208,Tahj Brooks,RB,CIN,TB,2.71,-9.91,1.0173302370551978,2.664705882352941,45.3,765,122,777
00-0038738,Hunter Luepke,RB,DAL,NYG,2.7,-9.92,1.1018068336815208,2.4529411764705884,41.7,766,123,793
00-0038040,Zamir White,RB,NO,DET,2.69,-9.93,1.0085179302128837,2.6705882352941175,45.4,767,124,775
00-0039325,Carson Steele,RB,PHI,WAS,2.69,-9.93,1.12,2.4,40.8,768,126,797
SLP-14080,Barika Kpeenu,RB,TB,CIN,2.69,-9.93,1.0668614789619988,2.5176470588235293,42.8,769,125,786
00-0040172,Jordan Watkins,WR,SF,LA,2.58,-9.94,1.12,2.3000000000000003,39.1,770,335,806
00-0035291,Trayveon Williams,RB,DET,NO,2.68,-9.94,0.9410582019717192,2.847058823529412,48.4,771,127,757
00-0039164,Anthony Richardson,QB,IND,BAL,8.23,-9.95,1.009870936097981,8.147058823529411,138.5,772,52,758
00-0039489,Hayden Rucci,TE,SF,LA,0.0,-9.98,0.9467105263157894,0.0,0.0,773,218,772
00-0040590,Konata Mumpfield,WR,LA,SF,2.54,-9.98,1.010515829090104,2.5176470588235293,42.8,774,336,785
00-0035956,Giovanni Ricci,TE,DET,NO,0.0,-9.98,0.9519861753621377,0.0,0.0,775,209,763
00-0037031,Nikola Kalinic,TE,CHI,CAR,0.0,-9.98,1.019946195234435,0.0,0.0,776,210,764
00-0037277,Teagan Quitoriano,TE,ARI,LAC,0.0,-9.98,0.9558416602613374,0.0,0.0,777,211,765
00-0037311,Ko Kieft,TE,TB,CIN,0.0,-9.98,1.12,0.0,0.0,778,212,766
00-0040058,Nick Kallerup,TE,SEA,NE,0.0,-9.98,0.9841363102232668,0.0,0.0,779,219,773
00-0038564,Cameron Latu,TE,PHI,WAS,0.0,-9.98,1.0985782413774627,0.0,0.0,780,214,768
00-0035639,Parris Campbell,WR,DAL,NYG,2.54,-9.98,1.014317887211449,2.5,42.5,781,337,787
00-0038590,Justin Shorter,TE,LV,MIA,0.0,-9.98,1.12,0.0,0.0,782,215,769
00-0038456,Travis Vokolek,TE,ARI,LAC,0.0,-9.98,0.9558416602613374,0.0,0.0,783,213,767
00-0040225,Thomas Fidone II,TE,NYG,DAL,0.0,-9.98,0.9511556254130423,0.0,0.0,784,220,774
00-0038643,Brayden Willis,TE,SF,LA,0.0,-9.98,0.9467105263157894,0.0,0.0,785,216,770
00-0038735,Princeton Fant,TE,DAL,NYG,0.0,-9.98,0.88,0.0,0.0,786,217,771
00-0039471,Frank Gore Jr.,RB,BUF,HOU,2.63,-9.99,0.9845794392523364,2.6705882352941175,45.4,787,128,776
00-0039021,Roschon Johnson,RB,CHI,CAR,2.62,-10.0,1.117795151341271,2.341176470588235,39.8,788,129,802
00-0035645,Gunner Olszewski,WR,NYG,DAL,2.5,-10.02,1.12,2.235294117647059,38.0,789,338,810
00-0037085,Tyler Badie,RB,DEN,KC,2.54,-10.08,0.9583789430066126,2.6470588235294117,45.0,790,130,778
00-0038824,Ryan Miller,WR,MIA,LV,2.4,-10.12,1.0084519398216647,2.376470588235294,40.4,791,339,798
SLP-14082,Alex Tecza,RB,PIT,ATL,2.46,-10.16,0.944704673768539,2.605882352941176,44.3,792,131,781
00-0036906,Khalil Herbert,RB,SF,LA,2.46,-10.16,1.12,2.1941176470588233,37.3,793,133,813
00-0040567,Brock Lampe,RB,NE,SEA,2.46,-10.16,1.0,2.4588235294117644,41.8,794,132,792
00-0040394,Anthony Tyus III,RB,CAR,CHI,2.45,-10.17,0.9624893797790994,2.5470588235294116,43.3,795,134,784
00-0040164,Jaylin Lane,WR,WAS,PHI,2.35,-10.17,0.8994390729943169,2.611764705882353,44.4,796,340,780
00-0036630,Tylan Wallace,WR,CLE,JAX,2.35,-10.17,0.9795925898590302,2.394117647058824,40.7,797,341,796
00-0036898,Davis Mills,QB,HOU,BUF,7.99,-10.19,0.9741426788864507,8.200000000000001,139.4,798,53,756
00-0040260,Ahmani Marshall,RB,CLE,JAX,2.38,-10.24,0.9031917945775355,2.635294117647059,44.8,799,135,779
00-0040581,Dont'e Thornton Jr.,WR,LV,MIA,2.28,-10.24,1.068787398688018,2.135294117647059,36.3,800,342,817
00-0039757,Terrell Jennings,RB,NE,SEA,2.36,-10.26,1.0,2.3588235294117648,40.1,801,136,801
00-0037258,Dameon Pierce,RB,PHI,WAS,2.35,-10.27,1.12,2.0941176470588236,35.6,802,137,820
00-0035140,Mecole Hardman,WR,BUF,HOU,2.25,-10.27,0.9500774850564534,2.3705882352941177,40.3,803,343,799
00-0033854,Dare Ogunbowale,RB,LV,MIA,2.33,-10.29,0.9374117301748995,2.488235294117647,42.3,804,138,788
00-0036133,James Proche,WR,TEN,NYJ,2.23,-10.29,1.0262592801120816,2.176470588235294,37.0,805,344,815
SLP-13277,CJ Donaldson,RB,NO,DET,2.33,-10.29,1.0085179302128837,2.3117647058823527,39.3,806,139,805
SLP-13844,Coleman Bennett,RB,MIA,LV,2.32,-10.3,1.0310045062932716,2.2529411764705882,38.3,807,141,809
SLP-14041,Anderson Castle,RB,IND,BAL,2.32,-10.3,0.9003392669072325,2.576470588235294,43.8,808,140,783
SLP-13315,Dean Connors,RB,LA,SF,2.31,-10.31,1.1140611724723875,2.076470588235294,35.3,809,143,822
00-0038930,Carlos Washington,RB,ATL,PIT,2.31,-10.31,0.9517931430210873,2.429411764705882,41.3,810,142,795
00-0039920,Malachi Corley,WR,CLE,JAX,2.19,-10.33,0.9795925898590302,2.235294117647059,38.0,811,345,811
00-0034854,KhaDarel Hodge,WR,SF,LA,2.19,-10.33,1.12,1.9588235294117646,33.3,812,346,832
00-0040272,Deion Hankins,RB,CHI,CAR,2.29,-10.33,1.117795151341271,2.0470588235294116,34.8,813,144,824
SLP-13595,Cash Jones,RB,ATL,PIT,2.26,-10.36,0.9517931430210873,2.3705882352941177,40.3,814,145,800
00-0039703,Cody Schrader,RB,DEN,KC,2.19,-10.43,0.9583789430066126,2.2823529411764705,38.8,815,147,808
00-0038840,Brycen Tremayne,WR,CAR,CHI,2.09,-10.43,1.12,1.8647058823529412,31.7,816,347,837
00-0039244,Chris Collier,RB,LV,MIA,2.19,-10.43,0.9374117301748995,2.341176470588235,39.8,817,146,803
00-0038640,Jalen Brooks,WR,ARI,LAC,2.07,-10.45,1.0004059340172706,2.070588235294118,35.2,818,348,821
00-0039650,Bryce Oliver,WR,TEN,NYJ,2.05,-10.47,1.0262592801120816,2.0,34.0,819,349,827
00-0040563,Efton Chism III,WR,NE,SEA,2.03,-10.49,0.9842699650443667,2.0588235294117645,35.0,820,350,823
00-0040009,Savion Williams,WR,GB,MIN,2.02,-10.5,0.88,2.2941176470588234,39.0,821,351,807
00-0040651,Damien Martinez,RB,GB,MIN,2.12,-10.5,0.954732471209793,2.2235294117647055,37.8,822,148,812
SLP-13949,Damon Bankston,RB,NYG,DAL,2.1,-10.52,0.9571634524076728,2.1941176470588233,37.3,823,149,814
00-0034419,Braxton Berrios,WR,NYG,DAL,1.98,-10.54,1.12,1.7647058823529411,30.0,824,352,847
00-0039230,Dante Miller,RB,NYG,DAL,2.07,-10.55,0.9571634524076728,2.164705882352941,36.8,825,150,816
00-0039379,Jamari Thrash,WR,CLE,JAX,1.97,-10.55,0.9795925898590302,2.011764705882353,34.2,826,353,825
00-0035021,Ashton Dulin,WR,IND,BAL,1.94,-10.58,1.0658544249931259,1.8235294117647058,31.0,827,354,842
00-0040556,Corey Kiner,RB,ARI,LAC,2.04,-10.58,0.88,2.323529411764706,39.5,828,151,804
00-0038518,Deneric Prince,RB,NE,SEA,2.02,-10.6,1.0,2.0176470588235293,34.3,829,152,826
00-0040406,Quentin Skinner,WR,BUF,HOU,1.9,-10.62,0.9500774850564534,2.0,34.0,830,355,828
00-0040067,Jacardia Wright,RB,SEA,NE,2.0,-10.62,1.0,2.0,34.0,831,153,829
00-0036862,Ben Skowronek,WR,PIT,ATL,1.9,-10.62,1.12,1.6941176470588235,28.8,832,356,853
SLP-13603,Gregory Desrosiers,RB,LAC,ARI,2.0,-10.62,1.12,1.7823529411764707,30.3,833,154,846
00-0040400,Donovan Edwards,RB,MIA,LV,1.99,-10.63,1.0310045062932716,1.9294117647058822,32.8,834,155,835
00-0038953,Dylan Drummond,WR,ATL,PIT,1.88,-10.64,1.0074913277732673,1.8647058823529412,31.7,835,357,838
00-0038389,Israel Abanikanda,RB,DAL,NYG,1.93,-10.69,1.1018068336815208,1.7529411764705882,29.8,836,157,848
SLP-13339,Davon Booth,RB,CLE,JAX,1.93,-10.69,0.9031917945775355,2.135294117647059,36.3,837,156,818
00-0037557,Ronnie Rivers,RB,LA,SF,1.93,-10.69,1.1140611724723875,1.7294117647058822,29.4,838,158,850
00-0038622,Deuce Vaughn,RB,DEN,KC,1.91,-10.71,0.9583789430066126,1.9882352941176469,33.8,839,159,831
SLP-13852,Dontae McMillan,RB,BAL,IND,1.91,-10.71,1.0066946943144737,1.9,32.3,840,160,836
00-0037120,Tyler Goodson,RB,ATL,PIT,1.89,-10.73,0.9517931430210873,1.9882352941176469,33.8,841,161,830
SLP-13438,DeaMonte Trayanum,RB,NYJ,TEN,1.85,-10.77,0.88,2.105882352941176,35.8,842,162,819
SLP-13909,Elijah Tau-Tolliver,RB,BAL,IND,1.82,-10.8,1.0066946943144737,1.811764705882353,30.8,843,163,843
00-0036265,AJ Dillon,RB,CAR,CHI,1.79,-10.83,0.9624893797790994,1.8588235294117648,31.6,844,164,840
00-0034487,Trent Sherfield,WR,BUF,HOU,1.69,-10.83,0.9500774850564534,1.7823529411764707,30.3,845,359,845
00-0037091,Bo Melton,WR,GB,MIN,1.69,-10.83,0.88,1.9235294117647062,32.7,846,358,834
00-0040332,Ja'Quinden Jackson,RB,JAX,CLE,1.77,-10.85,1.1027184516307258,1.6058823529411765,27.3,847,165,860
HEI114391,Eli Heidenreich,RB,PIT,ATL,1.74,-10.88,0.944704673768539,1.8411764705882354,31.3,848,166,841
SLP-13725,Dominic Richardson,RB,NYJ,TEN,1.72,-10.9,0.88,1.9588235294117646,33.3,849,167,833
SLP-13348,J'Mari Taylor,RB,JAX,CLE,1.71,-10.91,1.1027184516307258,1.5470588235294118,26.3,850,168,863
00-0038938,Jalin Hyatt,WR,NYG,DAL,1.59,-10.93,1.12,1.4176470588235295,24.1,851,360,872
00-0040601,Jordan Waters,RB,LA,SF,1.69,-10.93,1.1140611724723875,1.5176470588235293,25.8,852,170,865
SLP-13778,EJ Smith,RB,KC,DEN,1.69,-10.93,0.9027475988033381,1.8705882352941177,31.8,853,169,839
00-0040184,KeAndre Lambert-Smith,WR,LAC,ARI,1.58,-10.94,0.9820551765676352,1.6117647058823528,27.4,854,362,859
00-0036841,Austin Trammell,WR,JAX,CLE,1.58,-10.94,0.88,1.7941176470588236,30.5,855,361,844
00-0037132,Britain Covey,WR,PHI,WAS,1.58,-10.94,1.102516596179278,1.4294117647058824,24.3,856,363,869
00-0039521,Xavier Weaver,WR,ARI,LAC,1.57,-10.95,1.0004059340172706,1.5647058823529412,26.6,857,364,862
00-0037617,Hassan Haskins,RB,NE,SEA,1.66,-10.96,1.0,1.6647058823529413,28.3,858,171,855
MIL303300,Jam Miller,RB,NE,SEA,1.66,-10.96,1.0,1.6647058823529413,28.3,859,172,856
SLP-13946,Jamal Haynes,RB,CIN,TB,1.66,-10.96,1.0173302370551978,1.6352941176470588,27.8,860,173,858
00-0034054,River Cracraft,WR,WAS,PHI,1.53,-10.99,0.8994390729943169,1.7,28.9,861,365,852
SLP-13906,Jaden Nixon,RB,GB,MIN,1.62,-11.0,0.954732471209793,1.6941176470588235,28.8,862,175,854
00-0039652,Jabari Small,RB,DET,NO,1.62,-11.0,0.9410582019717192,1.723529411764706,29.3,863,174,851
00-0036497,Tim Jones,WR,JAX,CLE,1.52,-11.0,0.88,1.7294117647058822,29.4,864,366,849
00-0038752,Jake Bobo,WR,SEA,NE,1.46,-11.06,1.015730034955633,1.4352941176470588,24.4,865,367,868
00-0037098,Samori Toure,WR,PHI,WAS,1.43,-11.09,1.102516596179278,1.3,22.1,866,368,881
00-0038573,Derius Davis,WR,LAC,ARI,1.4,-11.12,0.9820551765676352,1.4294117647058824,24.3,867,369,870
00-0035628,D'Ernest Johnson,RB,TEN,NYJ,1.49,-11.13,1.12,1.3294117647058825,22.6,868,177,879
SLP-14076,Justin Jones,RB,SEA,NE,1.49,-11.13,1.0,1.488235294117647,25.3,869,176,866
SLP-13436,Kentrel Bullock,RB,CIN,TB,1.48,-11.14,1.0173302370551978,1.4588235294117649,24.8,870,178,867
00-0036620,Dee Eskridge,WR,MIA,LV,1.36,-11.16,1.0084519398216647,1.3470588235294116,22.9,871,370,876
00-0036984,Trey Sermon,RB,ATL,PIT,1.46,-11.16,0.9517931430210873,1.535294117647059,26.1,872,179,864
SLP-13419,Jaydn Ott,RB,KC,DEN,1.42,-11.2,0.9027475988033381,1.576470588235294,26.8,873,180,861
00-0036176,Mason Kinsey,WR,TEN,NYJ,1.31,-11.21,1.0262592801120816,1.276470588235294,21.7,874,371,883
00-0039684,Michael Wiley,RB,TB,CIN,1.4,-11.22,1.0668614789619988,1.311764705882353,22.3,875,182,880
00-0039062,Jonathan Mingo,WR,DAL,NYG,1.3,-11.22,1.014317887211449,1.2823529411764707,21.8,876,372,882
00-0040568,Lan Larison,RB,NE,SEA,1.4,-11.22,1.0,1.4000000000000001,23.8,877,181,874
00-0040637,Lucas Scott,RB,BAL,IND,1.38,-11.24,1.0066946943144737,1.3705882352941177,23.3,878,183,875
00-0038396,Eric Gray,RB,NYG,DAL,1.36,-11.26,0.9571634524076728,1.4176470588235295,24.1,879,184,873
00-0040393,Kye Robichaux,RB,DET,NO,1.35,-11.27,0.9410582019717192,1.4294117647058824,24.3,880,185,871
00-0040646,Jalen Royals,WR,KC,DEN,1.25,-11.27,1.044154370034052,1.2,20.4,881,373,888
00-0039796,Rasheen Ali,RB,BAL,IND,1.34,-11.28,1.0066946943144737,1.3352941176470587,22.7,882,186,878
00-0035973,Patrick Taylor,RB,SF,LA,1.34,-11.28,1.12,1.1941176470588235,20.3,883,187,889
00-0037487,Deven Thompkins,WR,LV,MIA,1.23,-11.29,1.068787398688018,1.1470588235294117,19.5,884,374,891
00-0038496,Xavier Gipson,WR,NYG,DAL,1.2,-11.32,1.12,1.0705882352941176,18.2,885,375,901
00-0040618,Max Hurleman,RB,PIT,ATL,1.27,-11.35,0.944704673768539,1.3411764705882354,22.8,886,188,877
SLP-13437,Noah Whittington,RB,HOU,BUF,1.24,-11.38,1.0110875106202208,1.223529411764706,20.8,887,189,887
00-0040432,Beaux Collins,WR,ATL,PIT,1.13,-11.39,1.0074913277732673,1.1235294117647059,19.1,888,376,894
SLP-14044,Miles Davis,RB,CAR,CHI,1.23,-11.39,0.9624893797790994,1.2823529411764707,21.8,889,190,884
00-0040028,Montrell Johnson Jr.,RB,CAR,CHI,1.21,-11.41,0.9624893797790994,1.2529411764705882,21.3,890,191,886
00-0036646,Simi Fehoko,WR,ARI,LAC,1.11,-11.41,1.0004059340172706,1.1058823529411765,18.8,891,377,895
00-0040259,Gage Larvadain,WR,CLE,JAX,1.08,-11.44,0.9795925898590302,1.1058823529411765,18.8,892,378,896
00-0035251,Will Grier,QB,CAR,CHI,6.74,-11.44,1.1011251667312076,6.117647058823529,104.0,893,54,923
00-0038519,Nikko Remigio,WR,KC,DEN,1.07,-11.45,1.044154370034052,1.0235294117647058,17.4,894,379,906
00-0035544,Tom Kennedy,WR,DET,NO,1.06,-11.46,0.9407840467180809,1.1235294117647059,19.1,895,380,893
00-0031763,DeAndre Carter,WR,CLE,JAX,1.06,-11.46,0.9795925898590302,1.0823529411764705,18.4,896,381,900
SLP-13418,Robert Henry,RB,WAS,PHI,1.16,-11.46,1.0218548271410126,1.1352941176470588,19.3,897,192,892
00-0037509,Sincere McCormick,RB,SF,LA,1.11,-11.51,1.12,0.9882352941176471,16.8,898,194,910
00-0032156,Trevor Siemian,QB,ATL,PIT,6.67,-11.51,1.0908663669799754,6.117647058823529,104.0,899,56,922
00-0040206,Riley Leonard,QB,IND,BAL,6.67,-11.51,1.009870936097981,6.6000000000000005,112.2,900,55,885
00-0038098,Pierre Strong,RB,GB,MIN,1.11,-11.51,0.954732471209793,1.1647058823529413,19.8,901,193,890
00-0036425,DeeJay Dallas,RB,JAX,CLE,1.1,-11.52,1.1027184516307258,0.9941176470588234,16.9,902,195,909
00-0040203,Will Howard,QB,PIT,ATL,6.66,-11.52,1.0306057924879424,6.458823529411765,109.8,903,57,898
00-0040582,Arian Smith,WR,NYJ,TEN,0.98,-11.54,1.0943461694577925,0.9,15.3,904,382,914
00-0035567,Craig Reynolds,RB,WAS,PHI,1.07,-11.55,1.0218548271410126,1.0470588235294118,17.8,905,196,904
SLP-14008,Rodney Hammond,RB,DEN,KC,1.06,-11.56,0.9583789430066126,1.1058823529411765,18.8,906,197,899
00-0035602,Alex Bachman,WR,LA,SF,0.95,-11.57,1.010515829090104,0.9352941176470588,15.9,907,383,912
00-0033376,Patrick Ricard,RB,BAL,IND,1.03,-11.59,1.0066946943144737,1.0235294117647058,17.4,908,198,907
SLP-13416,Roman Hemby,RB,LV,MIA,1.01,-11.61,0.9374117301748995,1.076470588235294,18.3,909,199,902
SLP-14064,Roydell Williams,RB,DET,NO,0.99,-11.63,0.9410582019717192,1.0470588235294118,17.8,910,200,905
00-0038397,Evan Hull,RB,ARI,LAC,0.94,-11.68,0.88,1.0647058823529412,18.1,911,201,903
00-0036331,Devin Duvernay,WR,ARI,LAC,0.82,-11.7,1.0004059340172706,0.8235294117647058,14.0,912,384,917
00-0040032,ShunDerrick Powell,RB,KC,DEN,0.92,-11.7,0.9027475988033381,1.0176470588235293,17.3,913,202,908
00-0037745,Velus Jones Jr.,WR,SEA,NE,0.81,-11.71,1.015730034955633,0.7999999999999999,13.6,914,385,918
00-0039603,British Brooks,RB,HOU,BUF,0.9,-11.72,1.0110875106202208,0.888235294117647,15.1,915,203,915
00-0037093,Dareke Young,WR,LV,MIA,0.8,-11.72,1.068787398688018,0.7529411764705882,12.8,916,386,929
00-0037594,Julius Chestnut,RB,TEN,NYJ,0.9,-11.72,1.12,0.7999999999999999,13.6,917,204,920
00-0040039,Amar Johnson,RB,LAC,ARI,0.9,-11.72,1.12,0.7999999999999999,13.6,918,205,921
00-0034771,Mason Rudolph,QB,PIT,ATL,6.45,-11.73,1.0306057924879424,6.258823529411765,106.4,919,58,913
SLP-13780,Terion Stewart,RB,KC,DEN,0.87,-11.75,0.9027475988033381,0.9588235294117647,16.3,920,206,911
00-0039589,Kameron Johnson,WR,TB,CIN,0.76,-11.76,0.88,0.8588235294117647,14.6,921,387,916
00-0035876,Andre Baccellia,WR,ARI,LAC,0.7,-11.82,1.0004059340172706,0.7000000000000001,11.9,922,388,930
00-0035311,Myles Gaskin,RB,SEA,NE,0.8,-11.82,1.0,0.7999999999999999,13.6,923,207,919
00-0036463,Chris Blair,WR,ATL,PIT,0.68,-11.84,1.0074913277732673,0.6764705882352942,11.5,924,389,933
00-0040398,Brady Cook,QB,NYJ,TEN,6.33,-11.85,1.1110139498651177,5.694117647058824,96.8,925,60,940
00-0040704,Dillon Gabriel,QB,CLE,JAX,6.33,-11.85,0.9041479362484676,7.0058823529411764,119.1,926,59,857
00-0039816,Anthony Gould,WR,IND,BAL,0.61,-11.91,1.0658544249931259,0.5764705882352942,9.8,927,391,934
00-0038090,Skyy Moore,WR,GB,MIN,0.61,-11.91,0.88,0.6941176470588236,11.8,928,390,932
00-0039364,Sione Vaki,RB,DET,NO,0.66,-11.96,0.9410582019717192,0.7058823529411765,12.0,929,208,931
MOR767384,Behren Morton,QB,NE,SEA,6.17,-12.01,1.0090309398715704,6.117647058823529,104.0,930,61,927
SLP-13350,Joe Fagnano,QB,BAL,IND,6.15,-12.03,1.0045391158834194,6.117647058823529,104.0,931,62,928
00-0040429,Josh Williams,RB,TB,CIN,0.59,-12.03,1.0668614789619988,0.5529411764705883,9.4,932,209,935
00-0040154,Tai Felton,WR,MIN,GB,0.49,-12.03,1.0661672448151154,0.4588235294117647,7.8,933,392,937
00-0039107,Stetson Bennett,QB,LA,SF,6.13,-12.05,1.0015511380749538,6.117647058823529,104.0,934,63,925
00-0038400,Tanner McKee,QB,PHI,WAS,6.09,-12.09,1.0798308801254093,5.635294117647058,95.8,935,64,943
00-0039677,Sam Hartman,QB,WAS,PHI,6.05,-12.13,0.988312219043727,6.117647058823529,104.0,936,65,926
00-0035594,Travis Homer,RB,PIT,ATL,0.49,-12.13,0.944704673768539,0.5176470588235295,8.8,937,210,936
00-0036187,Reggie Gilliam,RB,NE,SEA,0.42,-12.2,1.0,0.41764705882352937,7.1,938,211,939
00-0027973,Andy Dalton,QB,PHI,WAS,5.97,-12.21,1.0798308801254093,5.529411764705882,94.0,939,66,946
00-0036842,Kene Nwangwu,RB,NYJ,TEN,0.38,-12.24,0.88,0.43529411764705883,7.4,940,212,938
00-0033869,Mitchell Trubisky,QB,TEN,NYJ,5.93,-12.25,1.0801540207444738,5.488235294117647,93.3,941,67,949
00-0040534,Ke'Shawn Williams,WR,CIN,TB,0.23,-12.29,1.003633483037199,0.22941176470588234,3.9,942,393,944
00-0038458,Owen Wright,RB,HOU,BUF,0.3,-12.32,1.0110875106202208,0.3,5.1,943,213,941
00-0039407,Dylan Laube,RB,LV,MIA,0.28,-12.34,0.9374117301748995,0.3,5.1,944,214,942
00-0038576,Charlie Jones,WR,CIN,TB,0.15,-12.37,1.003633483037199,0.15294117647058825,2.6,945,394,948
00-0039266,Kendall Milton,RB,CIN,TB,0.2,-12.42,1.0173302370551978,0.19999999999999998,3.4,946,215,945
00-0040205,Kalel Mullings,RB,TEN,NYJ,0.2,-12.42,1.12,0.17647058823529413,3.0,947,216,947
