player_id,player_name,position,recent_team,wk1_opp,wk1_points,wk1_vorp,matchup_mult,base_pg,projected_season_points,wk1_overall_rank,wk1_pos_rank,overall_rank
00-0038911,Malik Cunningham,WR,DET,NO,0.09,-12.43,0.9407840467180809,0.09999999999999999,1.7,948,395,950
00-0040014,Kyle McCord,QB,GB,MIN,5.68,-12.5,0.88,6.458823529411765,109.8,949,68,897
00-0038740,Jalen Moreno-Cropper,WR,NO,DET,0.0,-12.52,1.12,0.0,0.0,950,402,959
00-0040629,Dalevon Campbell,WR,LAC,ARI,0.0,-12.52,0.9820551765676352,0.0,0.0,951,409,966
00-0040506,Myles Price,WR,MIN,GB,0.0,-12.52,1.0661672448151154,0.0,0.0,952,408,965
00-0040431,Dalen Cambre,WR,NYG,DAL,0.0,-12.52,1.12,0.0,0.0,953,407,964
00-0040352,Coleman Owen,WR,IND,BAL,0.0,-12.52,1.0658544249931259,0.0,0.0,954,406,963
00-0040241,Dominic Lovett,WR,DET,NO,0.0,-12.52,0.9407840467180809,0.0,0.0,955,405,962
00-0040075,LaJohntay Wester,WR,BAL,IND,0.0,-12.52,1.0738153535935475,0.0,0.0,956,404,961
00-0039710,Jeshaun Jones,WR,MIN,GB,0.0,-12.52,1.0661672448151154,0.0,0.0,957,403,960
00-0034867,Malik Turner,WR,SF,LA,0.0,-12.52,1.12,0.0,0.0,958,398,955
00-0038492,Jason Brownlee,WR,KC,DEN,0.0,-12.52,1.044154370034052,0.0,0.0,959,401,958
00-0037380,Kaden Davis,WR,CHI,CAR,0.0,-12.52,0.9926562845966491,0.0,0.0,960,400,957
00-0034928,Steven Sims,WR,ARI,LAC,0.0,-12.52,1.0004059340172706,0.0,0.0,961,399,956
00-0033572,Jamal Agnew,WR,ATL,PIT,0.0,-12.52,1.0074913277732673,0.0,0.0,962,397,954
00-0032951,Laquon Treadwell,WR,IND,BAL,0.0,-12.52,1.0658544249931259,0.0,0.0,963,396,953
00-0038896,Jacob Saylors,RB,DET,NO,0.09,-12.53,0.9410582019717192,0.09999999999999999,1.7,964,217,951
00-0038409,Lew Nichols III,RB,PIT,ATL,0.0,-12.62,0.944704673768539,0.0,0.0,965,224,973
00-0036567,Elijah Mitchell,RB,KC,DEN,0.0,-12.62,0.9027475988033381,0.0,0.0,966,221,970
00-0036950,Avery Williams,RB,NYJ,TEN,0.0,-12.62,0.88,0.0,0.0,967,223,972
00-0036569,Gary Brightwell,RB,CIN,TB,0.0,-12.62,1.0173302370551978,0.0,0.0,968,222,971
00-0040649,Robbie Ouzts,RB,SEA,NE,0.0,-12.62,1.0,0.0,0.0,969,227,976
00-0035726,Jakob Johnson,RB,HOU,BUF,0.0,-12.62,1.0110875106202208,0.0,0.0,970,220,969
00-0034681,Chase Edmonds,RB,WAS,PHI,0.0,-12.62,1.0218548271410126,0.0,0.0,971,219,968
00-0034367,Nyheim Hines,RB,NO,DET,0.0,-12.62,1.0085179302128837,0.0,0.0,972,218,967
00-0040476,Ulysses Bentley IV,RB,IND,BAL,0.0,-12.62,0.9003392669072325,0.0,0.0,973,226,975
00-0038488,Brady Russell,RB,SEA,NE,0.0,-12.62,1.0,0.0,0.0,974,225,974
00-0038122,Desmond Ridder,QB,GB,MIN,5.38,-12.8,0.88,6.117647058823529,104.0,975,69,924
00-0026300,Josh Johnson,QB,WAS,PHI,5.29,-12.89,0.988312219043727,5.352941176470588,91.0,976,70,952
00-0039398,Joe Milton III,QB,DAL,NYG,5.22,-12.96,1.0231197014796185,5.1000000000000005,86.7,977,71,977
00-0037324,Chris Oladokun,QB,KC,DEN,4.8,-13.38,1.0886907627007396,4.411764705882353,75.0,978,72,979
00-0035704,Drew Lock,QB,SEA,NE,4.67,-13.51,0.9909690601284297,4.711764705882352,80.1,979,73,978
00-0040589,Kurtis Rourke,QB,SF,LA,4.43,-13.75,1.0990438892049184,4.035294117647059,68.6,980,74,985
00-0040415,Connor Bazelak,QB,TB,CIN,4.34,-13.84,1.0753069114585085,4.035294117647059,68.6,981,75,983
00-0038391,Sean Clifford,QB,CIN,TB,4.29,-13.89,1.12,3.829411764705882,65.1,982,76,989
00-0038108,Bailey Zappe,QB,NYJ,TEN,4.25,-13.93,1.1110139498651177,3.829411764705882,65.1,983,77,988
KLU066027,Cade Klubnik,QB,NYJ,TEN,4.25,-13.93,1.1110139498651177,3.829411764705882,65.1,984,78,997
00-0040464,DJ Uiagalelei,QB,LAC,ARI,4.24,-13.94,1.0498865160921143,4.035294117647059,68.6,985,79,984
SLP-13415,Haynes King,QB,CAR,CHI,4.22,-13.96,1.1011251667312076,3.829411764705882,65.1,986,80,1003
SLP-13602,Jack Strand,QB,ATL,PIT,4.18,-14.0,1.0908663669799754,3.829411764705882,65.1,987,81,1007
NUS440041,Garrett Nussmeier,QB,KC,DEN,4.17,-14.01,1.0886907627007396,3.829411764705882,65.1,988,83,998
00-0038998,Jake Haener,QB,KC,DEN,4.17,-14.01,1.0886907627007396,3.829411764705882,65.1,989,82,991
PAY546690,Cole Payton,QB,PHI,WAS,4.14,-14.04,1.0798308801254093,3.829411764705882,65.1,990,86,999
00-0039152,Will Levis,QB,TEN,NYJ,4.14,-14.04,1.0801540207444738,3.829411764705882,65.1,991,85,992
00-0038550,Hendon Hooker,QB,TEN,NYJ,4.14,-14.04,1.0801540207444738,3.829411764705882,65.1,992,84,990
00-0033662,Cooper Rush,QB,ATL,PIT,4.12,-14.06,1.0908663669799754,3.7764705882352945,64.2,993,88,1010
SLP-13425,Jalon Daniels,QB,TB,CIN,4.12,-14.06,1.0753069114585085,3.829411764705882,65.1,994,87,1004
00-0040330,Seth Henigan,QB,IND,BAL,4.08,-14.1,1.009870936097981,4.035294117647059,68.6,995,90,982
00-0040222,Cam Miller,QB,MIA,LV,4.08,-14.1,1.0098709360979807,4.035294117647059,68.6,996,89,981
SLP-13802,Jacob Clark,QB,LV,MIA,4.0,-14.18,1.0441238417188003,3.829411764705882,65.1,997,91,1008
ALL015451,Drew Allar,QB,PIT,ATL,3.95,-14.23,1.0306057924879424,3.829411764705882,65.1,998,92,994
00-0040211,Graham Mertz,QB,HOU,BUF,3.93,-14.25,0.9741426788864507,4.035294117647059,68.6,999,93,980
00-0037077,Sam Howell,QB,DAL,NYG,3.92,-14.26,1.0231197014796185,3.829411764705882,65.1,1000,94,987
SLP-13816,Mark Gronowski,QB,MIA,LV,3.87,-14.31,1.0098709360979807,3.829411764705882,65.1,1001,95,1009
00-0037012,Trey Lance,QB,LAC,ARI,3.84,-14.34,1.0498865160921143,3.652941176470588,62.1,1002,97,1012
SLP-13597,Matthew Caldwell,QB,LA,SF,3.84,-14.34,1.0015511380749538,3.829411764705882,65.1,1003,96,1006
00-0036679,Shane Buechele,QB,BUF,HOU,3.83,-14.35,0.9777569811970225,3.9176470588235293,66.6,1004,98,986
KAL252591,Athan Kaliakmanis,QB,WAS,PHI,3.78,-14.4,0.988312219043727,3.829411764705882,65.1,1005,99,996
SLP-13310,Miller Moss,QB,CHI,CAR,3.69,-14.49,0.9626890069472823,3.829411764705882,65.1,1006,100,1001
SLP-13272,Carson Beck,QB,ARI,LAC,3.57,-14.61,0.9332039231712301,3.829411764705882,65.1,1007,101,1000
SLP-13314,Luke Altmyer,QB,DET,NO,3.53,-14.65,0.9214381200140412,3.829411764705882,65.1,1008,102,1002
GRE361852,Taylen Green,QB,CLE,JAX,3.46,-14.72,0.9041479362484676,3.829411764705882,65.1,1009,103,995
SLP-13428,Joey Aguilar,QB,JAX,CLE,3.41,-14.77,0.8909551882823057,3.829411764705882,65.1,1010,105,1005
00-0033949,Joshua Dobbs,QB,DET,NO,3.41,-14.77,0.9214381200140412,3.7058823529411766,63.0,1011,106,1011
00-0039534,Carter Bradley,QB,JAX,CLE,3.41,-14.77,0.8909551882823057,3.829411764705882,65.1,1012,104,993
00-0035289,Gardner Minshew,QB,ARI,LAC,3.13,-15.05,0.9332039231712301,3.3588235294117648,57.1,1013,107,1013
00-0038102,Kenny Pickett,QB,CAR,CHI,3.03,-15.15,1.1011251667312076,2.7529411764705882,46.8,1014,108,1014
00-0031345,Jimmy Garoppolo,QB,LA,SF,2.56,-15.62,1.0015511380749538,2.552941176470588,43.4,1015,109,1015
00-0032434,Brandon Allen,QB,NYG,DAL,2.27,-15.91,1.12,2.023529411764706,34.4,1016,110,1016
00-0031237,Teddy Bridgewater,QB,TB,CIN,1.14,-17.04,1.0753069114585085,1.0588235294117647,18.0,1017,111,1017
00-0040494,Max Brosmer,QB,MIN,GB,0.91,-17.27,1.0291990192071925,0.888235294117647,15.1,1018,112,1018
00-0038416,Tyson Bagent,QB,CHI,CAR,0.59,-17.59,0.9626890069472823,0.611764705882353,10.4,1019,113,1019
00-0037013,Zach Wilson,QB,NO,DET,0.44,-17.74,1.0478938156078843,0.41764705882352937,7.1,1020,114,1021
00-0038582,Clayton Tune,QB,GB,MIN,0.43,-17.75,0.88,0.4882352941176471,8.3,1021,115,1020
00-0040673,Jalen Milroe,QB,SEA,NE,0.13,-18.05,0.9909690601284297,0.13529411764705881,2.3,1022,116,1022
00-0033319,Nick Mullens,QB,JAX,CLE,0.09,-18.09,0.8909551882823057,0.10588235294117647,1.8,1023,117,1023
00-0035264,Jarrett Stidham,QB,DEN,KC,0.08,-18.1,1.0199421520588192,0.07647058823529412,1.3,1024,118,1024
00-0034577,Kyle Allen,QB,BUF,HOU,0.03,-18.15,0.9777569811970225,0.029411764705882353,0.5,1025,119,1025
00-0034955,Brett Rypien,QB,HOU,BUF,0.0,-18.18,0.9741426788864507,0.0,0.0,1026,120,1026
00-0038658,Adrian Martinez,QB,SF,LA,0.0,-18.18,1.0990438892049184,0.0,0.0,1027,121,1027
00-0039577,Kedon Slovis,QB,ARI,LAC,0.0,-18.18,0.9332039231712301,0.0,0.0,1028,122,1028
