season,snapshot_date,source,format,player_name,team,position,adp,high,low,stdev,times_drafted
2022,2022-09-04,ffc,standard,Jonathan Taylor,IND,RB,1.3,1.0,3.0,0.6,368.0
2022,2022-09-04,ffc,standard,Derrick Henry,TEN,RB,2.4,1.0,5.0,0.6,107.0
2022,2022-09-04,ffc,standard,Christian McCaffrey,SF,RB,2.6,1.0,5.0,0.8,244.0
2022,2022-09-04,ffc,standard,Dalvin Cook,MIN,RB,4.2,2.0,7.0,0.9,284.0
2022,2022-09-04,ffc,standard,Cooper Kupp,LAR,WR,5.1,1.0,10.0,1.5,191.0
2022,2022-09-04,ffc,standard,Justin Jefferson,MIN,WR,5.5,1.0,12.0,1.7,349.0
2022,2022-09-04,ffc,standard,Austin Ekeler,LAC,RB,7.2,1.0,13.0,2.1,697.0
2022,2022-09-04,ffc,standard,Nick Chubb,CLE,RB,7.6,1.0,15.0,2.6,117.0
2022,2022-09-04,ffc,standard,Ja'Marr Chase,CIN,WR,7.6,3.0,11.0,1.5,205.0
2022,2022-09-04,ffc,standard,Najee Harris,PIT,RB,9.4,1.0,16.0,2.9,422.0
2022,2022-09-04,ffc,standard,D'Andre Swift,DET,RB,10.4,6.0,16.0,1.8,128.0
2022,2022-09-04,ffc,standard,Stefon Diggs,BUF,WR,12.3,7.0,18.0,2.2,169.0
2022,2022-09-04,ffc,standard,Davante Adams,LV,WR,12.7,6.0,18.0,2.5,201.0
2022,2022-09-04,ffc,standard,Alvin Kamara,NO,RB,13.0,6.0,21.0,2.7,426.0
2022,2022-09-04,ffc,standard,Aaron Jones Sr.,GB,RB,14.9,7.0,22.0,2.7,233.0
2022,2022-09-04,ffc,standard,Joe Mixon,CIN,RB,15.0,5.0,24.0,3.6,762.0
2022,2022-09-04,ffc,standard,Travis Kelce,KC,TE,15.6,8.0,23.0,2.7,174.0
2022,2022-09-04,ffc,standard,Javonte Williams,DEN,RB,15.8,6.0,22.0,3.5,252.0
2022,2022-09-04,ffc,standard,Josh Allen,BUF,QB,16.7,3.0,28.0,5.3,133.0
2022,2022-09-04,ffc,standard,Saquon Barkley,NYG,RB,18.5,10.0,27.0,3.2,435.0
2022,2022-09-04,ffc,standard,CeeDee Lamb,DAL,WR,20.1,12.0,27.0,2.9,387.0
2022,2022-09-04,ffc,standard,Mike Evans,TB,WR,22.6,14.0,30.0,3.2,169.0
2022,2022-09-04,ffc,standard,Tyreek Hill,MIA,WR,22.7,14.0,30.0,3.0,271.0
2022,2022-09-04,ffc,standard,Leonard Fournette,TB,RB,22.7,14.0,34.0,3.1,366.0
2022,2022-09-04,ffc,standard,Ezekiel Elliott,DAL,RB,24.5,15.0,34.0,3.4,221.0
2022,2022-09-04,ffc,standard,Mark Andrews,BAL,TE,25.5,14.0,38.0,4.1,297.0
2022,2022-09-04,ffc,standard,Deebo Samuel Sr.,SF,WR,26.1,17.0,35.0,3.3,565.0
2022,2022-09-04,ffc,standard,A.J. Brown,PHI,WR,26.2,18.0,36.0,2.9,235.0
2022,2022-09-04,ffc,standard,Cam Akers,LAR,RB,28.2,20.0,36.0,3.1,182.0
2022,2022-09-04,ffc,standard,James Conner,ARI,RB,28.6,17.0,37.0,4.4,413.0
2022,2022-09-04,ffc,standard,Keenan Allen,LAC,WR,29.7,21.0,36.0,3.0,212.0
2022,2022-09-04,ffc,standard,Tee Higgins,CIN,WR,32.0,23.0,40.0,3.2,220.0
2022,2022-09-04,ffc,standard,Michael Pittman Jr.,IND,WR,32.1,22.0,41.0,3.6,538.0
2022,2022-09-04,ffc,standard,David Montgomery,CHI,RB,32.5,23.0,45.0,3.6,143.0
2022,2022-09-04,ffc,standard,J.K. Dobbins,BAL,RB,33.9,25.0,42.0,3.6,107.0
2022,2022-09-04,ffc,standard,Kyle Pitts Sr.,ATL,TE,34.1,21.0,48.0,4.9,445.0
2022,2022-09-04,ffc,standard,Elijah Mitchell,SF,RB,34.9,25.0,48.0,4.7,234.0
2022,2022-09-04,ffc,standard,Terry McLaurin,WAS,WR,36.7,29.0,45.0,2.9,186.0
2022,2022-09-04,ffc,standard,Lamar Jackson,BAL,QB,37.5,20.0,51.0,6.4,158.0
2022,2022-09-04,ffc,standard,Jalen Hurts,PHI,QB,38.8,9.0,53.0,11.3,108.0
2022,2022-09-04,ffc,standard,George Kittle,SF,TE,39.3,27.0,50.0,4.6,114.0
2022,2022-09-04,ffc,standard,Antonio Gibson,WAS,RB,39.4,26.0,48.0,4.9,78.0
2022,2022-09-04,ffc,standard,Travis Etienne Jr.,JAX,RB,40.2,27.0,53.0,5.1,458.0
2022,2022-09-04,ffc,standard,Justin Herbert,LAC,QB,41.2,21.0,56.0,7.7,442.0
2022,2022-09-04,ffc,standard,Diontae Johnson,PIT,WR,43.7,29.0,57.0,5.5,181.0
2022,2022-09-04,ffc,standard,Josh Jacobs,LV,RB,43.9,31.0,54.0,4.7,187.0
2022,2022-09-04,ffc,standard,AJ Dillon,GB,RB,45.4,30.0,63.0,5.9,395.0
2022,2022-09-04,ffc,standard,DK Metcalf,SEA,WR,45.6,30.0,58.0,6.0,297.0
2022,2022-09-04,ffc,standard,DeAndre Hopkins,ARI,WR,46.3,33.0,57.0,5.1,144.0
2022,2022-09-04,ffc,standard,Jaylen Waddle,MIA,WR,47.2,35.0,62.0,4.5,295.0
2022,2022-09-04,ffc,standard,Patrick Mahomes,KC,QB,47.2,28.0,62.0,7.1,463.0
2022,2022-09-04,ffc,standard,Darren Waller,LV,TE,47.9,34.0,63.0,5.3,201.0
2022,2022-09-04,ffc,standard,DJ Moore,CAR,WR,48.4,31.0,65.0,6.7,560.0
2022,2022-09-04,ffc,standard,Mike Williams,LAC,WR,49.8,32.0,65.0,6.8,648.0
2022,2022-09-04,ffc,standard,Breece Hall,NYJ,RB,51.2,36.0,65.0,5.6,366.0
2022,2022-09-04,ffc,standard,Damien Harris,NE,RB,51.5,38.0,63.0,5.5,129.0
2022,2022-09-04,ffc,standard,Michael Thomas,NO,WR,54.3,38.0,67.0,6.1,231.0
2022,2022-09-04,ffc,standard,Miles Sanders,PHI,RB,56.2,35.0,69.0,7.9,101.0
2022,2022-09-04,ffc,standard,Chris Godwin Jr.,TB,WR,56.7,38.0,69.0,7.1,204.0
2022,2022-09-04,ffc,standard,Adam Thielen,MIN,WR,57.6,40.0,73.0,6.4,186.0
2022,2022-09-04,ffc,standard,Rashaad Penny,SEA,RB,58.8,41.0,72.0,6.8,220.0
2022,2022-09-04,ffc,standard,Jerry Jeudy,DEN,WR,60.1,44.0,75.0,6.1,214.0
