season,snapshot_date,source,format,player_name,team,position,adp,high,low,stdev,times_drafted
2021,2026-08-18,mfl,season_aggregate,Christian McCaffrey,CAR,RB,1.42,1.0,143.0,,8165.0
2021,2026-08-18,mfl,season_aggregate,Dalvin Cook,MIN,RB,2.87,1.0,91.0,,8281.0
2021,2026-08-18,mfl,season_aggregate,Alvin Kamara,NOS,RB,4.16,1.0,44.0,,8208.0
2021,2026-08-18,mfl,season_aggregate,Derrick Henry,TEN,RB,4.67,1.0,92.0,,8408.0
2021,2026-08-18,mfl,season_aggregate,Ezekiel Elliott,DAL,RB,8.69,1.0,81.0,,8555.0
2021,2026-08-18,mfl,season_aggregate,Davante Adams,GBP,WR,8.94,1.0,82.0,,8170.0
2021,2026-08-18,mfl,season_aggregate,Tyreek Hill,KCC,WR,10.28,1.0,95.0,,8312.0
2021,2026-08-18,mfl,season_aggregate,Aaron Jones,GBP,RB,10.34,1.0,167.0,,8383.0
2021,2026-08-18,mfl,season_aggregate,Nick Chubb,CLE,RB,11.03,1.0,169.0,,8415.0
2021,2026-08-18,mfl,season_aggregate,Travis Kelce,KCC,TE,11.26,1.0,64.0,,8586.0
2021,2026-08-18,mfl,season_aggregate,Saquon Barkley,NYG,RB,11.75,1.0,164.0,,8438.0
2021,2026-08-18,mfl,season_aggregate,Jonathan Taylor,IND,RB,12.71,1.0,192.0,,8385.0
2021,2026-08-18,mfl,season_aggregate,Patrick Mahomes,KCC,QB,13.83,1.0,161.0,,8070.0
2021,2026-08-18,mfl,season_aggregate,Najee Harris,PIT,RB,13.91,1.0,470.0,,12773.0
2021,2026-08-18,mfl,season_aggregate,Austin Ekeler,LAC,RB,14.68,1.0,104.0,,8454.0
2021,2026-08-18,mfl,season_aggregate,Stefon Diggs,BUF,WR,14.89,1.0,103.0,,8006.0
2021,2026-08-18,mfl,season_aggregate,DK Metcalf,SEA,WR,18.9,1.0,211.0,,8152.0
2021,2026-08-18,mfl,season_aggregate,DeAndre Hopkins,ARI,WR,19.22,1.0,111.0,,8599.0
2021,2026-08-18,mfl,season_aggregate,Calvin Ridley,ATL,WR,19.89,1.0,185.0,,8381.0
2021,2026-08-18,mfl,season_aggregate,Joe Mixon,CIN,RB,22.52,1.0,151.0,,8726.0
2021,2026-08-18,mfl,season_aggregate,Antonio Gibson,WAS,RB,22.91,1.0,181.0,,8287.0
2021,2026-08-18,mfl,season_aggregate,Josh Allen,BUF,QB,24.02,1.0,203.0,,7960.0
2021,2026-08-18,mfl,season_aggregate,Darren Waller,LVR,TE,25.03,1.0,162.0,,8380.0
2021,2026-08-18,mfl,season_aggregate,Clyde Edwards-Helaire,KCC,RB,25.8,1.0,195.0,,8707.0
2021,2026-08-18,mfl,season_aggregate,Justin Jefferson,MIN,WR,26.58,1.0,218.0,,8227.0
2021,2026-08-18,mfl,season_aggregate,Keenan Allen,LAC,WR,27.54,1.0,115.0,,8403.0
2021,2026-08-18,mfl,season_aggregate,A.J. Brown,TEN,WR,28.33,1.0,204.0,,8470.0
2021,2026-08-18,mfl,season_aggregate,George Kittle,SFO,TE,30.25,1.0,161.0,,8668.0
2021,2026-08-18,mfl,season_aggregate,Chris Carson,SEA,RB,33.15,1.0,150.0,,8768.0
2021,2026-08-18,mfl,season_aggregate,Lamar Jackson,BAL,QB,33.26,1.0,166.0,,8251.0
2021,2026-08-18,mfl,season_aggregate,Kyler Murray,ARI,QB,33.46,1.0,186.0,,8175.0
2021,2026-08-18,mfl,season_aggregate,Mike Evans,TBB,WR,33.62,1.0,159.0,,8847.0
2021,2026-08-18,mfl,season_aggregate,Kyle Pitts,ATL,TE,35.32,1.0,471.0,,12709.0
2021,2026-08-18,mfl,season_aggregate,David Montgomery,CHI,RB,35.43,1.0,142.0,,8504.0
2021,2026-08-18,mfl,season_aggregate,Josh Jacobs,LVR,RB,36.31,1.0,157.0,,8771.0
2021,2026-08-18,mfl,season_aggregate,Terry McLaurin,WAS,WR,36.48,1.0,214.0,,8561.0
2021,2026-08-18,mfl,season_aggregate,Allen Robinson,CHI,WR,37.16,2.0,174.0,,8843.0
2021,2026-08-18,mfl,season_aggregate,Miles Sanders,PHI,RB,37.68,1.0,172.0,,8331.0
2021,2026-08-18,mfl,season_aggregate,CeeDee Lamb,DAL,WR,38.94,1.0,176.0,,8464.0
2021,2026-08-18,mfl,season_aggregate,Travis Etienne,JAC,RB,39.77,1.0,472.0,,6900.0
2021,2026-08-18,mfl,season_aggregate,Chris Godwin,TBB,WR,39.79,1.0,159.0,,8758.0
2021,2026-08-18,mfl,season_aggregate,Robert Woods,LAR,WR,42.04,2.0,160.0,,8854.0
2021,2026-08-18,mfl,season_aggregate,D'Andre Swift,DET,RB,42.38,1.0,223.0,,8292.0
2021,2026-08-18,mfl,season_aggregate,Aaron Rodgers,GBP,QB,43.85,1.0,456.0,,8372.0
2021,2026-08-18,mfl,season_aggregate,Russell Wilson,SEA,QB,43.92,1.0,317.0,,8537.0
2021,2026-08-18,mfl,season_aggregate,James Robinson,JAC,RB,44.98,1.0,266.0,,8391.0
2021,2026-08-18,mfl,season_aggregate,Micah Parsons,DAL,LB,45.3,1.0,482.0,,2506.0
2021,2026-08-18,mfl,season_aggregate,Julio Jones,TEN,WR,46.33,2.0,225.0,,8849.0
2021,2026-08-18,mfl,season_aggregate,Ja'Marr Chase,CIN,WR,46.63,1.0,469.0,,12583.0
2021,2026-08-18,mfl,season_aggregate,Amari Cooper,DAL,WR,46.85,2.0,161.0,,9008.0
2021,2026-08-18,mfl,season_aggregate,Dak Prescott,DAL,QB,47.39,1.0,198.0,,8491.0
2021,2026-08-18,mfl,season_aggregate,Myles Gaskin,MIA,RB,47.73,2.0,173.0,,8144.0
2021,2026-08-18,mfl,season_aggregate,Adam Thielen,MIN,WR,48.53,2.0,205.0,,8844.0
2021,2026-08-18,mfl,season_aggregate,Javonte Williams,DEN,RB,49.18,1.0,473.0,,12582.0
2021,2026-08-18,mfl,season_aggregate,J.K. Dobbins,BAL,RB,50.57,1.0,373.0,,4084.0
2021,2026-08-18,mfl,season_aggregate,Jamin Davis,WAS,LB,50.95,3.0,477.0,,2147.0
