season,snapshot_date,source,format,player_name,team,position,adp,high,low,stdev,times_drafted
2021,2021-09-01,ffc,half_ppr,Christian McCaffrey,CAR,RB,1.3,1.0,4.0,0.6,1038.0
2021,2021-09-01,ffc,half_ppr,Dalvin Cook,MIN,RB,2.5,1.0,5.0,0.7,1057.0
2021,2021-09-01,ffc,half_ppr,Alvin Kamara,NO,RB,3.6,1.0,8.0,1.2,710.0
2021,2021-09-01,ffc,half_ppr,Derrick Henry,TEN,RB,3.7,1.0,8.0,1.2,947.0
2021,2021-09-01,ffc,half_ppr,Ezekiel Elliott,DAL,RB,5.2,2.0,12.0,1.1,967.0
2021,2021-09-01,ffc,half_ppr,Aaron Jones Sr.,GB,RB,6.5,3.0,16.0,1.2,816.0
2021,2021-09-01,ffc,half_ppr,Davante Adams,GB,WR,7.0,2.0,13.0,1.7,817.0
2021,2021-09-01,ffc,half_ppr,Nick Chubb,CLE,RB,7.9,3.0,14.0,1.6,869.0
2021,2021-09-01,ffc,half_ppr,Travis Kelce,KC,TE,8.7,3.0,18.0,2.0,831.0
2021,2021-09-01,ffc,half_ppr,Saquon Barkley,NYG,RB,10.2,4.0,18.0,2.5,791.0
2021,2021-09-01,ffc,half_ppr,Austin Ekeler,LAC,RB,10.7,5.0,19.0,2.0,985.0
2021,2021-09-01,ffc,half_ppr,Tyreek Hill,KC,WR,11.2,5.0,18.0,2.1,1098.0
2021,2021-09-01,ffc,half_ppr,Jonathan Taylor,IND,RB,11.9,5.0,17.0,2.4,836.0
2021,2021-09-01,ffc,half_ppr,Najee Harris,PIT,RB,13.3,6.0,21.0,2.5,1321.0
2021,2021-09-01,ffc,half_ppr,Antonio Gibson,WAS,RB,14.4,9.0,19.0,2.0,830.0
2021,2021-09-01,ffc,half_ppr,Stefon Diggs,BUF,WR,15.6,9.0,23.0,2.2,1473.0
2021,2021-09-01,ffc,half_ppr,Joe Mixon,CIN,RB,17.3,11.0,25.0,2.1,805.0
2021,2021-09-01,ffc,half_ppr,DeAndre Hopkins,ARI,WR,18.1,11.0,25.0,2.4,978.0
2021,2021-09-01,ffc,half_ppr,Clyde Edwards-Helaire,KC,RB,18.3,12.0,25.0,2.3,748.0
2021,2021-09-01,ffc,half_ppr,Calvin Ridley,ATL,WR,19.0,13.0,26.0,2.3,1116.0
2021,2021-09-01,ffc,half_ppr,DK Metcalf,SEA,WR,20.3,14.0,27.0,2.2,867.0
2021,2021-09-01,ffc,half_ppr,Patrick Mahomes,KC,QB,21.2,8.0,33.0,4.9,578.0
2021,2021-09-01,ffc,half_ppr,Darren Waller,LV,TE,22.6,14.0,31.0,3.0,996.0
2021,2021-09-01,ffc,half_ppr,Justin Jefferson,MIN,WR,23.2,16.0,30.0,2.4,890.0
2021,2021-09-01,ffc,half_ppr,Chris Carson,SEA,RB,24.2,17.0,34.0,2.8,1088.0
2021,2021-09-01,ffc,half_ppr,A.J. Brown,TEN,WR,25.2,19.0,34.0,2.2,784.0
2021,2021-09-01,ffc,half_ppr,David Montgomery,CHI,RB,25.7,18.0,36.0,2.9,792.0
