season,snapshot_date,source,format,player_name,team,position,adp,high,low,stdev,times_drafted
2024,2024-09-01,ffc,half_ppr,Christian McCaffrey,SF,RB,1.3,1.0,4.0,0.6,96.0
2024,2024-09-01,ffc,half_ppr,Bijan Robinson,ATL,RB,2.0,1.0,3.0,0.8,37.0
2024,2024-09-01,ffc,half_ppr,CeeDee Lamb,DAL,WR,2.6,1.0,4.0,0.8,66.0
2024,2024-09-01,ffc,half_ppr,Tyreek Hill,MIA,WR,3.9,1.0,7.0,1.4,108.0
2024,2024-09-01,ffc,half_ppr,Breece Hall,NYJ,RB,4.4,1.0,8.0,1.6,142.0
2024,2024-09-01,ffc,half_ppr,Ja'Marr Chase,CIN,WR,6.3,4.0,9.0,1.2,39.0
2024,2024-09-01,ffc,half_ppr,Amon-Ra St. Brown,DET,WR,6.9,3.0,10.0,1.3,133.0
2024,2024-09-01,ffc,half_ppr,Justin Jefferson,MIN,WR,8.3,5.0,12.0,1.2,87.0
2024,2024-09-01,ffc,half_ppr,Jahmyr Gibbs,DET,RB,8.6,4.0,12.0,1.6,72.0
2024,2024-09-01,ffc,half_ppr,Saquon Barkley,PHI,RB,9.5,4.0,14.0,1.9,85.0
2024,2024-09-01,ffc,half_ppr,A.J. Brown,PHI,WR,11.2,7.0,16.0,1.7,108.0
2024,2024-09-01,ffc,half_ppr,Jonathan Taylor,IND,RB,11.3,6.0,18.0,2.1,127.0
2024,2024-09-01,ffc,half_ppr,Derrick Henry,BAL,RB,13.1,7.0,18.0,2.3,95.0
2024,2024-09-01,ffc,half_ppr,Garrett Wilson,NYJ,WR,13.3,7.0,18.0,2.2,161.0
2024,2024-09-01,ffc,half_ppr,Kyren Williams,LAR,RB,14.8,8.0,18.0,2.4,57.0
2024,2024-09-01,ffc,half_ppr,Puka Nacua,LAR,WR,14.9,9.0,20.0,2.2,68.0
2024,2024-09-01,ffc,half_ppr,Marvin Harrison Jr.,ARI,WR,16.1,8.0,20.0,2.8,59.0
2024,2024-09-01,ffc,half_ppr,Travis Etienne Jr.,JAX,RB,16.9,9.0,23.0,2.7,111.0
2024,2024-09-01,ffc,half_ppr,Deebo Samuel Sr.,SF,WR,18.2,13.0,23.0,2.8,29.0
2024,2024-09-01,ffc,half_ppr,Josh Jacobs,GB,RB,19.9,14.0,28.0,2.7,98.0
2024,2024-09-01,ffc,half_ppr,Isiah Pacheco,KC,RB,21.0,13.0,32.0,3.3,163.0
2024,2024-09-01,ffc,half_ppr,Davante Adams,NYJ,WR,21.0,13.0,26.0,3.0,47.0
2024,2024-09-01,ffc,half_ppr,De'Von Achane,MIA,RB,21.9,12.0,29.0,3.9,89.0
2024,2024-09-01,ffc,half_ppr,Cooper Kupp,LAR,WR,22.6,13.0,31.0,3.4,115.0
2024,2024-09-01,ffc,half_ppr,Drake London,ATL,WR,25.1,18.0,32.0,3.0,107.0
2024,2024-09-01,ffc,half_ppr,Chris Olave,NO,WR,25.3,18.0,32.0,3.3,68.0
2024,2024-09-01,ffc,half_ppr,Kenneth Walker,SEA,RB,27.1,18.0,35.0,3.3,94.0
2024,2024-09-01,ffc,half_ppr,Josh Allen,BUF,QB,27.3,9.0,39.0,6.7,72.0
2024,2024-09-01,ffc,half_ppr,Joe Mixon,HOU,RB,28.4,21.0,36.0,3.7,39.0
2024,2024-09-01,ffc,half_ppr,Rachaad White,TB,RB,29.1,26.0,36.0,2.6,32.0
2024,2024-09-01,ffc,half_ppr,Mike Evans,TB,WR,29.1,20.0,37.0,3.2,83.0
2024,2024-09-01,ffc,half_ppr,Jaylen Waddle,MIA,WR,30.9,21.0,38.0,3.7,107.0
2024,2024-09-01,ffc,half_ppr,Nico Collins,HOU,WR,31.3,21.0,41.0,4.5,132.0
2024,2024-09-01,ffc,half_ppr,Travis Kelce,KC,TE,32.0,20.0,44.0,5.1,83.0
2024,2024-09-01,ffc,half_ppr,James Cook III,BUF,RB,32.0,23.0,39.0,3.4,130.0
2024,2024-09-01,ffc,half_ppr,Sam LaPorta,DET,TE,33.4,22.0,43.0,4.2,72.0
2024,2024-09-01,ffc,half_ppr,Jalen Hurts,PHI,QB,33.9,16.0,44.0,6.9,62.0
2024,2024-09-01,ffc,half_ppr,DK Metcalf,SEA,WR,35.5,24.0,45.0,4.4,129.0
2024,2024-09-01,ffc,half_ppr,Patrick Mahomes,KC,QB,36.2,18.0,53.0,6.8,92.0
2024,2024-09-01,ffc,half_ppr,DJ Moore,CHI,WR,37.9,27.0,47.0,3.8,69.0
2024,2024-09-01,ffc,half_ppr,DeVonta Smith,PHI,WR,40.2,29.0,50.0,3.9,69.0
2024,2024-09-01,ffc,half_ppr,Brandon Aiyuk,SF,WR,40.5,27.0,53.0,4.9,151.0
2024,2024-09-01,ffc,half_ppr,Lamar Jackson,BAL,QB,40.6,23.0,55.0,6.5,68.0
2024,2024-09-01,ffc,half_ppr,Aaron Jones Sr.,MIN,RB,42.7,28.0,53.0,5.6,81.0
2024,2024-09-01,ffc,half_ppr,Stefon Diggs,HOU,WR,44.2,33.0,52.0,4.3,53.0
2024,2024-09-01,ffc,half_ppr,C.J. Stroud,HOU,QB,44.2,24.0,52.0,7.8,34.0
2024,2024-09-01,ffc,half_ppr,James Conner,ARI,RB,45.0,30.0,58.0,6.8,110.0
2024,2024-09-01,ffc,half_ppr,Michael Pittman Jr.,IND,WR,46.2,36.0,52.0,3.8,70.0
2024,2024-09-01,ffc,half_ppr,Alvin Kamara,NO,RB,47.4,30.0,59.0,6.3,162.0
2024,2024-09-01,ffc,half_ppr,Tee Higgins,CIN,WR,48.5,36.0,57.0,4.6,61.0
2024,2024-09-01,ffc,half_ppr,Tank Dell,HOU,WR,48.5,41.0,60.0,3.9,37.0
2024,2024-09-01,ffc,half_ppr,Amari Cooper,BUF,WR,49.5,41.0,60.0,4.2,53.0
2024,2024-09-01,ffc,half_ppr,Mark Andrews,BAL,TE,49.7,34.0,64.0,6.1,84.0
2024,2024-09-01,ffc,half_ppr,David Montgomery,DET,RB,51.1,37.0,60.0,5.1,76.0
2024,2024-09-01,ffc,half_ppr,Malik Nabers,NYG,WR,52.5,35.0,68.0,6.7,182.0
2024,2024-09-01,ffc,half_ppr,Christian Kirk,JAX,WR,54.2,44.0,61.0,4.4,26.0
2024,2024-09-01,ffc,half_ppr,George Pickens,PIT,WR,54.7,45.0,65.0,5.0,51.0
2024,2024-09-01,ffc,half_ppr,Najee Harris,PIT,RB,55.9,41.0,66.0,5.5,71.0
2024,2024-09-01,ffc,half_ppr,Dak Prescott,DAL,QB,56.7,46.0,70.0,5.6,41.0
2024,2024-09-01,ffc,half_ppr,Zay Flowers,BAL,WR,56.9,51.0,68.0,3.2,54.0
2024,2024-09-01,ffc,half_ppr,Nick Chubb,CLE,RB,57.8,39.0,70.0,7.0,40.0
2024,2024-09-01,ffc,half_ppr,D'Andre Swift,CHI,RB,57.9,45.0,67.0,4.7,86.0
2024,2024-09-01,ffc,half_ppr,Trey McBride,ARI,TE,58.9,38.0,75.0,7.7,192.0
2024,2024-09-01,ffc,half_ppr,Brock Purdy,SF,QB,61.7,20.0,76.0,15.8,18.0
2024,2024-09-01,ffc,half_ppr,Rhamondre Stevenson,NE,RB,61.9,51.0,75.0,5.0,53.0
2024,2024-09-01,ffc,half_ppr,Keenan Allen,CHI,WR,61.9,52.0,71.0,4.7,22.0
2024,2024-09-01,ffc,half_ppr,Jayden Reed,GB,WR,63.1,53.0,70.0,4.2,30.0
2024,2024-09-01,ffc,half_ppr,Rashee Rice,KC,WR,64.1,42.0,81.0,8.2,196.0
2024,2024-09-01,ffc,half_ppr,Anthony Richardson Sr.,IND,QB,64.4,46.0,76.0,6.9,95.0
2024,2024-09-01,ffc,half_ppr,Zamir White,LV,RB,64.8,45.0,82.0,7.3,85.0
2024,2024-09-01,ffc,half_ppr,Dalton Kincaid,BUF,TE,67.0,47.0,87.0,7.7,125.0
2024,2024-09-01,ffc,half_ppr,Raheem Mostert,MIA,RB,68.0,51.0,80.0,6.3,123.0
2024,2024-09-01,ffc,half_ppr,Kyler Murray,ARI,QB,68.4,47.0,84.0,8.1,128.0
2024,2024-09-01,ffc,half_ppr,Terry McLaurin,WAS,WR,70.6,54.0,82.0,6.3,119.0
2024,2024-09-01,ffc,half_ppr,Chris Godwin Jr.,TB,WR,71.5,61.0,79.0,3.8,35.0
2024,2024-09-01,ffc,half_ppr,George Kittle,SF,TE,72.4,55.0,84.0,7.0,47.0
2024,2024-09-01,ffc,half_ppr,Calvin Ridley,TEN,WR,74.2,59.0,84.0,5.5,60.0
2024,2024-09-01,ffc,half_ppr,Zack Moss,CIN,RB,75.3,58.0,85.0,6.4,45.0
2024,2024-09-01,ffc,half_ppr,Tony Pollard,TEN,RB,75.9,55.0,93.0,8.0,95.0
2024,2024-09-01,ffc,half_ppr,Hollywood Brown,KC,WR,78.2,59.0,88.0,7.4,24.0
2024,2024-09-01,ffc,half_ppr,Jordan Love,GB,QB,78.7,61.0,98.0,6.8,74.0
2024,2024-09-01,ffc,half_ppr,Xavier Worthy,KC,WR,78.8,61.0,91.0,6.8,63.0
2024,2024-09-01,ffc,half_ppr,Joe Burrow,CIN,QB,81.0,60.0,100.0,8.0,91.0
2024,2024-09-01,ffc,half_ppr,Keon Coleman,BUF,WR,81.5,68.0,92.0,5.0,58.0
2024,2024-09-01,ffc,half_ppr,Jaylen Warren,PIT,RB,82.5,70.0,92.0,5.8,57.0
2024,2024-09-01,ffc,half_ppr,Jonathon Brooks,CAR,RB,82.7,71.0,93.0,5.7,63.0
2024,2024-09-01,ffc,half_ppr,Christian Watson,GB,WR,82.8,68.0,95.0,5.5,74.0
2024,2024-09-01,ffc,half_ppr,Kyle Pitts Sr.,ATL,TE,83.3,69.0,96.0,6.0,79.0
2024,2024-09-01,ffc,half_ppr,Gus Edwards,LAC,RB,86.9,69.0,96.0,6.6,35.0
2024,2024-09-01,ffc,half_ppr,Ladd McConkey,LAC,WR,88.5,73.0,97.0,5.7,40.0
2024,2024-09-01,ffc,half_ppr,Austin Ekeler,WAS,RB,88.7,65.0,99.0,9.0,37.0
2024,2024-09-01,ffc,half_ppr,Evan Engram,JAX,TE,89.3,64.0,106.0,9.4,89.0
2024,2024-09-01,ffc,half_ppr,Tua Tagovailoa,MIA,QB,89.6,73.0,105.0,7.0,40.0
2024,2024-09-01,ffc,half_ppr,Tyjae Spears,TEN,RB,89.9,73.0,102.0,6.4,54.0
2024,2024-09-01,ffc,half_ppr,Brian Robinson,WAS,RB,90.2,73.0,105.0,6.3,132.0
2024,2024-09-01,ffc,half_ppr,DeAndre Hopkins,KC,WR,91.7,73.0,104.0,6.9,47.0
2024,2024-09-01,ffc,half_ppr,Jared Goff,DET,QB,92.3,79.0,105.0,6.2,25.0
2024,2024-09-01,ffc,half_ppr,Chase Brown,CIN,RB,93.3,75.0,106.0,6.9,86.0
2024,2024-09-01,ffc,half_ppr,Jake Ferguson,DAL,TE,94.3,74.0,108.0,7.7,49.0
2024,2024-09-01,ffc,half_ppr,Jaxon Smith-Njigba,SEA,WR,94.7,74.0,120.0,7.6,80.0
2024,2024-09-01,ffc,half_ppr,Jerome Ford,CLE,RB,95.9,72.0,111.0,9.1,149.0
2024,2024-09-01,ffc,half_ppr,Jameson Williams,DET,WR,99.9,81.0,120.0,8.5,45.0
2024,2024-09-01,ffc,half_ppr,Romeo Doubs,GB,WR,100.0,85.0,113.0,6.4,27.0
2024,2024-09-01,ffc,half_ppr,Courtland Sutton,DEN,WR,100.9,83.0,111.0,6.8,55.0
2024,2024-09-01,ffc,half_ppr,Trey Benson,ARI,RB,102.2,84.0,112.0,7.1,28.0
2024,2024-09-01,ffc,half_ppr,David Njoku,CLE,TE,102.9,79.0,116.0,9.0,15.0
2024,2024-09-01,ffc,half_ppr,Justin Herbert,LAC,QB,103.6,88.0,116.0,7.3,28.0
2024,2024-09-01,ffc,half_ppr,Khalil Shakir,BUF,WR,104.7,78.0,120.0,10.1,61.0
2024,2024-09-01,ffc,half_ppr,Blake Corum,LAR,RB,105.2,88.0,118.0,6.5,58.0
2024,2024-09-01,ffc,half_ppr,Diontae Johnson,BAL,WR,105.7,84.0,125.0,8.4,118.0
2024,2024-09-01,ffc,half_ppr,Brock Bowers,LV,TE,108.1,92.0,119.0,6.0,43.0
2024,2024-09-01,ffc,half_ppr,T.J. Hockenson,MIN,TE,108.6,85.0,118.0,10.0,16.0
2024,2024-09-01,ffc,half_ppr,Devin Singletary,NYG,RB,109.7,84.0,128.0,9.9,96.0
2024,2024-09-01,ffc,half_ppr,Tyler Lockett,SEA,WR,111.9,97.0,130.0,7.1,29.0
2024,2024-09-01,ffc,half_ppr,Curtis Samuel,BUF,WR,112.8,98.0,127.0,6.2,27.0
2024,2024-09-01,ffc,half_ppr,Caleb Williams,CHI,QB,112.9,89.0,133.0,9.1,87.0
2024,2024-09-01,ffc,half_ppr,Tyler Allgeier,ATL,RB,113.3,99.0,124.0,6.9,28.0
2024,2024-09-01,ffc,half_ppr,Rico Dowdle,DAL,RB,114.0,96.0,133.0,7.8,63.0
2024,2024-09-01,ffc,half_ppr,Zach Charbonnet,SEA,RB,114.6,83.0,131.0,11.8,28.0
2024,2024-09-01,ffc,half_ppr,Aaron Rodgers,NYJ,QB,116.4,98.0,149.0,10.9,39.0
2024,2024-09-01,ffc,half_ppr,Jayden Daniels,WAS,QB,116.7,83.0,137.0,12.7,120.0
2024,2024-09-01,ffc,half_ppr,Brandin Cooks,DAL,WR,117.7,105.0,126.0,5.6,24.0
2024,2024-09-01,ffc,half_ppr,Mike Williams,PIT,WR,117.7,100.0,128.0,6.7,29.0
2024,2024-09-01,ffc,half_ppr,Javonte Williams,DEN,RB,117.7,81.0,146.0,13.8,123.0
2024,2024-09-01,ffc,half_ppr,Pat Freiermuth,PIT,TE,118.3,105.0,135.0,7.7,16.0
2024,2024-09-01,ffc,half_ppr,Matthew Stafford,LAR,QB,119.1,100.0,149.0,10.7,22.0
2024,2024-09-01,ffc,half_ppr,J.K. Dobbins,LAC,RB,120.3,95.0,139.0,9.5,51.0
2024,2024-09-01,ffc,half_ppr,Chuba Hubbard,CAR,RB,121.3,94.0,149.0,10.2,52.0
2024,2024-09-01,ffc,half_ppr,Joshua Palmer,LAC,WR,122.5,93.0,146.0,11.0,58.0
2024,2024-09-01,ffc,half_ppr,Jordan Addison,MIN,WR,127.3,97.0,146.0,11.4,25.0
2024,2024-09-01,ffc,half_ppr,Jerry Jeudy,CLE,WR,127.7,100.0,148.0,10.6,27.0
2024,2024-09-01,ffc,half_ppr,Jaleel McLaughlin,DEN,RB,128.1,110.0,150.0,9.9,37.0
2024,2024-09-01,ffc,half_ppr,Rashid Shaheed,NO,WR,128.8,98.0,145.0,11.5,24.0
2024,2024-09-01,ffc,half_ppr,Kirk Cousins,ATL,QB,129.4,96.0,148.0,13.8,19.0
2024,2024-09-01,ffc,half_ppr,Taysom Hill,NO,TE,129.9,109.0,146.0,12.2,15.0
2024,2024-09-01,ffc,half_ppr,Ezekiel Elliott,LAC,RB,131.2,110.0,150.0,9.4,30.0
2024,2024-09-01,ffc,half_ppr,Trevor Lawrence,JAX,QB,133.7,108.0,165.0,10.6,40.0
2024,2024-09-01,ffc,half_ppr,Dallas Goedert,PHI,TE,133.8,118.0,150.0,10.8,15.0
2024,2024-09-01,ffc,half_ppr,Rome Odunze,CHI,WR,133.8,107.0,150.0,10.3,122.0
2024,2024-09-01,ffc,half_ppr,Baltimore Defense,BAL,DST,134.0,86.0,159.0,18.2,105.0
2024,2024-09-01,ffc,half_ppr,San Francisco Defense,SF,DST,136.3,90.0,170.0,17.4,59.0
2024,2024-09-01,ffc,half_ppr,Brandon Aubrey,DAL,K,136.5,93.0,176.0,16.7,68.0
2024,2024-09-01,ffc,half_ppr,Justin Tucker,BAL,K,137.5,86.0,168.0,19.7,55.0
2024,2024-09-01,ffc,half_ppr,Adam Thielen,CAR,WR,138.1,109.0,153.0,10.9,18.0
2024,2024-09-01,ffc,half_ppr,Ty Chandler,MIN,RB,138.2,106.0,162.0,12.7,28.0
2024,2024-09-01,ffc,half_ppr,Ka'imi Fairbairn,HOU,K,139.2,106.0,163.0,19.8,12.0
2024,2024-09-01,ffc,half_ppr,Harrison Butker,KC,K,141.1,96.0,163.0,17.1,61.0
2024,2024-09-01,ffc,half_ppr,NY Jets Defense,NYJ,DST,141.9,83.0,191.0,22.5,63.0
2024,2024-09-01,ffc,half_ppr,Brian Thomas Jr.,JAX,WR,142.9,101.0,176.0,16.0,116.0
2024,2024-09-01,ffc,half_ppr,Dalton Schultz,HOU,TE,143.7,120.0,179.0,18.2,14.0
2024,2024-09-01,ffc,half_ppr,Dallas Defense,DAL,DST,145.7,92.0,172.0,21.1,30.0
2024,2024-09-01,ffc,half_ppr,Bucky Irving,TB,RB,145.8,112.0,175.0,15.5,18.0
2024,2024-09-01,ffc,half_ppr,Antonio Gibson,NE,RB,147.9,133.0,174.0,13.8,15.0
2024,2024-09-01,ffc,half_ppr,Buffalo Defense,BUF,DST,148.1,69.0,166.0,30.0,19.0
2024,2024-09-01,ffc,half_ppr,Luke Musgrave,GB,TE,151.1,129.0,171.0,11.3,15.0
2024,2024-09-01,ffc,half_ppr,Cleveland Defense,CLE,DST,152.2,116.0,192.0,17.6,24.0
2024,2024-09-01,ffc,half_ppr,Evan McPherson,CIN,K,153.7,118.0,176.0,17.1,11.0
2024,2024-09-01,ffc,half_ppr,Jake Moody,SF,K,153.8,109.0,176.0,17.1,16.0
2024,2024-09-01,ffc,half_ppr,Younghoe Koo,ATL,K,155.2,136.0,173.0,14.7,20.0
2024,2024-09-01,ffc,half_ppr,Chicago Defense,CHI,DST,156.2,122.0,179.0,19.5,15.0
2024,2024-09-01,ffc,half_ppr,Adonai Mitchell,IND,WR,158.2,127.0,201.0,18.6,20.0
2024,2024-09-01,ffc,half_ppr,Dontayvion Wicks,GB,WR,158.9,131.0,191.0,18.1,11.0
2024,2024-09-01,ffc,half_ppr,Deshaun Watson,CLE,QB,159.0,140.0,177.0,12.6,18.0
2024,2024-09-01,ffc,half_ppr,Geno Smith,SEA,QB,159.4,142.0,180.0,11.6,11.0
2024,2024-09-01,ffc,half_ppr,MarShawn Lloyd,GB,RB,159.5,137.0,173.0,12.5,14.0
2024,2024-09-01,ffc,half_ppr,Jaylen Wright,MIA,RB,159.6,137.0,178.0,13.0,28.0
2024,2024-09-01,ffc,half_ppr,Jason Sanders,MIA,K,160.2,138.0,196.0,18.1,12.0
2024,2024-09-01,ffc,half_ppr,Jakobi Meyers,LV,WR,160.4,112.0,180.0,18.4,17.0
2024,2024-09-01,ffc,half_ppr,Will Levis,TEN,QB,160.8,137.0,179.0,13.7,13.0
2024,2024-09-01,ffc,half_ppr,Kansas City Defense,KC,DST,161.3,117.0,193.0,18.4,15.0
2024,2024-09-01,ffc,half_ppr,Jake Elliott,PHI,K,161.5,139.0,171.0,10.8,15.0
2024,2024-09-01,ffc,half_ppr,Pittsburgh Defense,PIT,DST,161.8,138.0,178.0,14.1,11.0
2024,2024-09-01,ffc,half_ppr,Ray Davis,BUF,RB,162.1,147.0,178.0,10.4,14.0
2024,2024-09-01,ffc,half_ppr,Gabe Davis,JAX,WR,164.2,131.0,179.0,13.0,16.0
2024,2024-09-01,ffc,half_ppr,Michael Wilson,ARI,WR,165.8,146.0,180.0,10.8,13.0
2024,2024-09-01,ffc,half_ppr,Isaiah Likely,BAL,TE,166.4,144.0,180.0,12.0,15.0
2024,2024-09-01,ffc,half_ppr,Marvin Mims Jr.,DEN,WR,167.7,138.0,180.0,12.5,15.0
2024,2024-09-01,ffc,half_ppr,Matt Prater,ARI,K,179.4,163.0,199.0,12.7,11.0
