season,snapshot_date,source,format,player_name,team,position,adp,high,low,stdev,times_drafted
2023,2026-08-18,mfl,season_aggregate,Justin Jefferson,MIN,WR,3.5,1.0,235.0,,7892.0
2023,2026-08-18,mfl,season_aggregate,Christian McCaffrey,SFO,RB,4.3,1.0,212.0,,10021.0
2023,2026-08-18,mfl,season_aggregate,Ja'Marr Chase,CIN,WR,5.53,1.0,225.0,,8232.0
2023,2026-08-18,mfl,season_aggregate,Bijan Robinson,ATL,RB,7.3,1.0,493.0,,15194.0
2023,2026-08-18,mfl,season_aggregate,Austin Ekeler,LAC,RB,7.64,1.0,270.0,,8390.0
2023,2026-08-18,mfl,season_aggregate,Tyreek Hill,MIA,WR,10.96,1.0,223.0,,9995.0
2023,2026-08-18,mfl,season_aggregate,Patrick Mahomes,KCC,QB,11.4,1.0,228.0,,9462.0
2023,2026-08-18,mfl,season_aggregate,Travis Kelce,KCC,TE,11.72,1.0,236.0,,10129.0
2023,2026-08-18,mfl,season_aggregate,Josh Allen,BUF,QB,12.23,1.0,238.0,,9453.0
2023,2026-08-18,mfl,season_aggregate,CeeDee Lamb,DAL,WR,13.16,1.0,229.0,,9888.0
2023,2026-08-18,mfl,season_aggregate,Saquon Barkley,NYG,RB,13.25,1.0,190.0,,8639.0
2023,2026-08-18,mfl,season_aggregate,Stefon Diggs,BUF,WR,13.41,1.0,227.0,,10280.0
2023,2026-08-18,mfl,season_aggregate,Nick Chubb,CLE,RB,14.84,1.0,248.0,,8648.0
2023,2026-08-18,mfl,season_aggregate,Jalen Hurts,PHI,QB,16.43,1.0,231.0,,9329.0
2023,2026-08-18,mfl,season_aggregate,Derrick Henry,TEN,RB,17.54,1.0,244.0,,8781.0
2023,2026-08-18,mfl,season_aggregate,Amon-Ra St. Brown,DET,WR,18.42,1.0,231.0,,9984.0
2023,2026-08-18,mfl,season_aggregate,Davante Adams,LVR,WR,18.66,1.0,233.0,,8664.0
2023,2026-08-18,mfl,season_aggregate,Cooper Kupp,LAR,WR,19.09,1.0,233.0,,9433.0
2023,2026-08-18,mfl,season_aggregate,Tony Pollard,DAL,RB,19.15,1.0,210.0,,9921.0
2023,2026-08-18,mfl,season_aggregate,A.J. Brown,PHI,WR,19.92,1.0,230.0,,10222.0
2023,2026-08-18,mfl,season_aggregate,Jahmyr Gibbs,DET,RB,20.43,1.0,496.0,,16760.0
2023,2026-08-18,mfl,season_aggregate,Josh Jacobs,LVR,RB,20.52,1.0,243.0,,8697.0
2023,2026-08-18,mfl,season_aggregate,Garrett Wilson,NYJ,WR,21.89,1.0,278.0,,8448.0
2023,2026-08-18,mfl,season_aggregate,Lamar Jackson,BAL,QB,24.33,1.0,207.0,,10116.0
2023,2026-08-18,mfl,season_aggregate,Joe Burrow,CIN,QB,28.01,1.0,199.0,,8433.0
2023,2026-08-18,mfl,season_aggregate,Jaylen Waddle,MIA,WR,29.74,1.0,250.0,,9661.0
2023,2026-08-18,mfl,season_aggregate,Joe Mixon,CIN,RB,30.21,1.0,198.0,,9315.0
2023,2026-08-18,mfl,season_aggregate,Chris Olave,NOS,WR,30.96,1.0,283.0,,8673.0
2023,2026-08-18,mfl,season_aggregate,Deebo Samuel,SFO,WR,31.04,1.0,230.0,,10680.0
2023,2026-08-18,mfl,season_aggregate,DK Metcalf,SEA,WR,31.79,1.0,229.0,,8998.0
2023,2026-08-18,mfl,season_aggregate,Justin Herbert,LAC,QB,32.36,1.0,239.0,,8705.0
2023,2026-08-18,mfl,season_aggregate,Najee Harris,PIT,RB,33.01,1.0,219.0,,10039.0
