season,snapshot_date,source,format,player_name,team,position,adp,high,low,stdev,times_drafted
2023,2023-09-01,ffc,standard,Justin Jefferson,MIN,WR,1.2,1.0,3.0,0.4,109.0
2023,2023-09-01,ffc,standard,Christian McCaffrey,SF,RB,1.4,1.0,3.0,0.6,113.0
2023,2023-09-01,ffc,standard,Nick Chubb,CLE,RB,3.1,1.0,5.0,1.0,108.0
2023,2023-09-01,ffc,standard,Austin Ekeler,LAC,RB,3.5,1.0,9.0,1.4,179.0
2023,2023-09-01,ffc,standard,Travis Kelce,KC,TE,5.2,1.0,9.0,1.6,97.0
2023,2023-09-01,ffc,standard,Bijan Robinson,ATL,RB,5.6,1.0,10.0,1.9,123.0
2023,2023-09-01,ffc,standard,Ja'Marr Chase,CIN,WR,6.5,1.0,12.0,2.3,318.0
2023,2023-09-01,ffc,standard,Tyreek Hill,MIA,WR,6.9,2.0,11.0,1.9,165.0
2023,2023-09-01,ffc,standard,Saquon Barkley,NYG,RB,9.1,3.0,15.0,2.1,225.0
2023,2023-09-01,ffc,standard,Cooper Kupp,LAR,WR,9.6,4.0,15.0,2.4,72.0
2023,2023-09-01,ffc,standard,Derrick Henry,TEN,RB,9.9,3.0,16.0,2.5,176.0
2023,2023-09-01,ffc,standard,Tony Pollard,DAL,RB,11.8,5.0,17.0,2.7,265.0
2023,2023-09-01,ffc,standard,A.J. Brown,PHI,WR,12.3,6.0,16.0,2.3,72.0
2023,2023-09-01,ffc,standard,Stefon Diggs,BUF,WR,12.4,8.0,16.0,1.9,110.0
2023,2023-09-01,ffc,standard,CeeDee Lamb,DAL,WR,14.7,10.0,20.0,1.9,110.0
2023,2023-09-01,ffc,standard,Jonathan Taylor,IND,RB,16.4,14.0,21.0,2.0,14.0
2023,2023-09-01,ffc,standard,Patrick Mahomes,KC,QB,16.6,7.0,25.0,3.6,156.0
2023,2023-09-01,ffc,standard,Davante Adams,LV,WR,17.1,11.0,24.0,2.2,190.0
2023,2023-09-01,ffc,standard,Josh Jacobs,LV,RB,17.8,11.0,25.0,2.7,281.0
2023,2023-09-01,ffc,standard,Garrett Wilson,NYJ,WR,18.5,11.0,27.0,2.8,263.0
2023,2023-09-01,ffc,standard,Amon-Ra St. Brown,DET,WR,18.8,12.0,25.0,2.6,151.0
2023,2023-09-01,ffc,standard,Josh Allen,BUF,QB,22.1,8.0,33.0,5.1,143.0
2023,2023-09-01,ffc,standard,Jaylen Waddle,MIA,WR,22.3,15.0,28.0,2.7,138.0
2023,2023-09-01,ffc,standard,Jalen Hurts,PHI,QB,22.5,10.0,30.0,4.5,174.0
2023,2023-09-01,ffc,standard,Chris Olave,NO,WR,23.8,17.0,30.0,2.5,135.0
2023,2023-09-01,ffc,standard,Rhamondre Stevenson,NE,RB,24.0,14.0,34.0,3.7,80.0
2023,2023-09-01,ffc,standard,Najee Harris,PIT,RB,24.4,15.0,32.0,3.6,108.0
2023,2023-09-01,ffc,standard,Tee Higgins,CIN,WR,27.1,19.0,35.0,3.1,69.0
