season,snapshot_date,source,format,player_name,team,position,adp,high,low,stdev,times_drafted
2023,2023-09-01,ffc,ppr,Justin Jefferson,MIN,WR,1.4,1.0,4.0,0.6,887.0
2023,2023-09-01,ffc,ppr,Christian McCaffrey,SF,RB,2.4,1.0,7.0,1.0,887.0
2023,2023-09-01,ffc,ppr,Ja'Marr Chase,CIN,WR,2.4,1.0,6.0,0.8,507.0
2023,2023-09-01,ffc,ppr,Tyreek Hill,MIA,WR,4.4,1.0,9.0,1.2,831.0
2023,2023-09-01,ffc,ppr,Austin Ekeler,LAC,RB,5.0,1.0,10.0,1.5,920.0
2023,2023-09-01,ffc,ppr,Travis Kelce,KC,TE,5.9,1.0,15.0,1.9,855.0
2023,2023-09-01,ffc,ppr,Cooper Kupp,LAR,WR,7.0,1.0,17.0,2.0,760.0
2023,2023-09-01,ffc,ppr,Stefon Diggs,BUF,WR,8.5,4.0,17.0,1.7,764.0
2023,2023-09-01,ffc,ppr,Bijan Robinson,ATL,RB,8.8,1.0,17.0,2.7,1264.0
2023,2023-09-01,ffc,ppr,Saquon Barkley,NYG,RB,9.0,3.0,17.0,2.1,826.0
2023,2023-09-01,ffc,ppr,CeeDee Lamb,DAL,WR,11.0,5.0,19.0,2.1,596.0
2023,2023-09-01,ffc,ppr,A.J. Brown,PHI,WR,12.5,6.0,19.0,2.4,727.0
2023,2023-09-01,ffc,ppr,Nick Chubb,CLE,RB,12.5,4.0,22.0,2.9,1192.0
2023,2023-09-01,ffc,ppr,Amon-Ra St. Brown,DET,WR,13.2,6.0,20.0,2.6,793.0
2023,2023-09-01,ffc,ppr,Tony Pollard,DAL,RB,15.2,8.0,22.0,2.7,1119.0
2023,2023-09-01,ffc,ppr,Garrett Wilson,NYJ,WR,15.6,8.0,23.0,2.8,1275.0
2023,2023-09-01,ffc,ppr,Davante Adams,LV,WR,15.6,8.0,26.0,2.6,720.0
2023,2023-09-01,ffc,ppr,Derrick Henry,TEN,RB,17.9,10.0,24.0,2.8,913.0
